user_id,exam_name,session_id,actual_mark
623a41cffb492fa5df1181bd,সাপ্তাহিক পরীক্ষা - ১,67964085d06783caddaf9f48,9.5
623aa09afb492fa5df262d0e,সাপ্তাহিক পরীক্ষা - ১,679dc8f769d1382e3f866276,13.75
623ad09bfb492fa5df2dc9d4,Class 10 - Monthly MCQ Exam - February,67c300b23cde706028c5e072,17.5
623a4e7cfb492fa5df1515a9,Class 10 - Monthly MCQ Exam - February,67c314b384b7c91d2ac2d9c7,1.25
623a7666fb492fa5df1e5873,Class 10 - Monthly MCQ Exam - March,6809a794734592502aba471d,2.25
623ad09bfb492fa5df2dc9d4,Class 10 - Monthly MCQ Exam - March,67e4235bc3e39ebfb38d18ff,20
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - February 1,67b08186c60cb21099517167,22.5
623a42b2fb492fa5df11c4b7,Class 10 - Weekly MCQ Exam - February 1,67dfc4b54cc731b32d0e9e08,1
623a4e7cfb492fa5df1515a9,Class 10 - Weekly MCQ Exam - February 2,67b0a87ddeff227e0b43a209,1.25
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - February 2,67b719dc3c3f8ede29cce1dc,20
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - February 3,67b9c6883c3f8ede29e34196,10
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - March 1,67d2d4956d0ffb41a4dfc6b1,18.75
623a4e7cfb492fa5df1515a9,Class 10 - Weekly MCQ Exam - March 1,67cd9d600208aa19a3acd01d,17.5
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - March 2,67d58e7c3cbbc493fab4edc8,13.75
623aac8dfb492fa5df282c3d,Class 10 - Weekly MCQ Exam - March 2,67d6aac7d1b6f37a894569f5,13.75
623aa09afb492fa5df262d0e,Class 10 - Weekly MCQ Exam - April Week 3,680e59be2aee8d5485dce069,15
623ab3e3fb492fa5df295ca1,Monthly Exam 1 (MCQ),67a8b7dda265a65226b65714,22.5
623a42b2fb492fa5df11c4b7,Monthly Exam 1 (MCQ),67a5b5dfa265a652267644bb,11.5
623a4e7cfb492fa5df1515a9,Monthly Exam 1 (MCQ),679f9b375939471df0d4e1fe,3.75
623ad09bfb492fa5df2dc9d4,Monthly Exam 1 (MCQ),67a24125fecfa4470ddd1452,25.75
623acd24fb492fa5df2d4517,Monthly Exam 1 (MCQ),679f81a169d1382e3fb53d1f,28.75
623a4aadfb492fa5df140b79,সাপ্তাহিক পরীক্ষা - ১,680f12de4725080f68129a8e,16.25
623ad09bfb492fa5df2dc9d4,সাপ্তাহিক পরীক্ষা - ১,679a18b837547cc9510ee317,12.5
623ab2ccfb492fa5df292fb3,সাপ্তাহিক পরীক্ষা - ১,67a223c4fecfa4470ddb9d3b,15
623a4daffb492fa5df14de4a,সাপ্তাহিক পরীক্ষা - ১,6794db0b7aa79047d75c4f40,8.75
623a4e7cfb492fa5df1515a9,সাপ্তাহিক পরীক্ষা - ১,67a0bcb1fecfa4470dcf3253,7.5
623abc17fb492fa5df2aa99d,সাপ্তাহিক পরীক্ষা - ১,67966a4dd06783caddb58100,15
623a48d2fb492fa5df138705,সাপ্তাহিক পরীক্ষা - ১,6799fa9369d1382e3f6e557a,7.5
623ac604fb492fa5df2c30de,সাপ্তাহিক পরীক্ষা - ১,6797868eca740c22920d49ad,13.75
623a42b2fb492fa5df11c4b7,সাপ্তাহিক পরীক্ষা - ১,67c590ba55f584a4862de8fa,11.25
623a71c6fb492fa5df1d65bb,সাপ্তাহিক পরীক্ষা - ১,679bc297cf0060f8e6c0247d,13.75
623acd24fb492fa5df2d4517,সাপ্তাহিক পরীক্ষা - ১,67962e70d60868606609e960,11.25
623a41cffb492fa5df1181bd,সাপ্তাহিক পরীক্ষা - ১,67973a20d06783caddb8bc8d,6.25
623a4e6cfb492fa5df151173,সাপ্তাহিক পরীক্ষা - ১,67a305a2fecfa4470de28af3,7.5
623a3313fb492fa5df0cb1a2,সাপ্তাহিক পরীক্ষা - ১,679b253b69d1382e3f743636,1.75
623a3724fb492fa5df0e2163,সাপ্তাহিক পরীক্ষা - ১,680b8cc7d4a6fd03b0162814,0
623a574ffb492fa5df175f7d,সাপ্তাহিক পরীক্ষা - ১,67da9a981863be536f270555,0
623aa09afb492fa5df262d0e,সাপ্তাহিক পরীক্ষা - ১,6794dcc5ca89babb49be6b67,11.25
623a8286fb492fa5df20bc1d,Class 10 - Monthly MCQ Exam - February,67f3cc1f170cd37a61a6fe38,10
623ad09bfb492fa5df2dc9d4,Class 10 - Monthly MCQ Exam - February,67c466a18f9536aae73b9f1b,28.75
623a4e7cfb492fa5df1515a9,Class 10 - Monthly MCQ Exam - February,67c5b9195d25c4efa493d4f2,8.75
623a7666fb492fa5df1e5873,Class 10 - Monthly MCQ Exam - March,67fa1d25914cdb6a67a585d8,20
623a941afb492fa5df23fdf8,Class 10 - Monthly MCQ Exam - March,67ded6a006b87aa9e1854700,0
623a4e7cfb492fa5df1515a9,Class 10 - Monthly MCQ Exam - March,67dee2dac3e39ebfb33cde32,3.75
623ad09bfb492fa5df2dc9d4,Class 10 - Monthly MCQ Exam - March,67deb79cec8ffc65e1e91000,25
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - February 1,67a88698a265a65226aa1461,21.5
623a75eefb492fa5df1e3fd2,Class 10 - Weekly MCQ Exam - February 1,67a76b47a64da55add4a4a02,17.5
623a42b2fb492fa5df11c4b7,Class 10 - Weekly MCQ Exam - February 1,67afe950c60cb210994cbd49,8.75
623ac942fb492fa5df2caf3e,Class 10 - Weekly MCQ Exam - February 1,67aa007ea265a65226c94784,20
623a4e7cfb492fa5df1515a9,Class 10 - Weekly MCQ Exam - February 2,67bdcffc47fb3e15ca36f492,15
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - February 2,67b08e96b855a967ddf66698,18
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - February 3,67c2f68dab4fa6fb45614865,23.75
623ac061fb492fa5df2b5443,Class 10 - Weekly MCQ Exam - February 3,67fcc9fc1fa1986a13838e3a,0
623a9117fb492fa5df237351,Class 10 - Weekly MCQ Exam - February 3,67badf513c3f8ede29fb7f9e,15.25
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - March 1,67cea35f1ca1a4ada7d923d7,21.25
623a4e7cfb492fa5df1515a9,Class 10 - Weekly MCQ Exam - March 1,67cd9b261ca1a4ada7cc7f75,18.75
623ab411fb492fa5df2963fe,Class 10 - Weekly MCQ Exam - March 2,67d592513cbbc493fab5b148,0
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - March 2,67d6d5c1dbda27c9425cecc8,21.25
623aac8dfb492fa5df282c3d,Class 10 - Weekly MCQ Exam - March 2,67d6d90ddbda27c9425d4cf1,22.5
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - April Week 2,6805edb3163da9626b95e468,12.5
623acba8fb492fa5df2d0ba7,Class 10 - Weekly MCQ Exam - April Week 2,68039807ee2bb74ec034370e,8.75
623aa09afb492fa5df262d0e,Class 10 - Weekly MCQ Exam - April Week 3,680e58fcd4a6fd03b04274b8,13.75
623acccdfb492fa5df2d382b,Monthly Exam 1 (MCQ),67a63de796818a09234621c0,0
623ab3e3fb492fa5df295ca1,Monthly Exam 1 (MCQ),679f6d9b3fd0b19f66ca1217,27.5
623a42b2fb492fa5df11c4b7,Monthly Exam 1 (MCQ),67a5c26196818a09233fedb6,0
623a4e7cfb492fa5df1515a9,Monthly Exam 1 (MCQ),67a04296e960554e7b5886fa,5
623a9117fb492fa5df237351,Monthly Exam 1 (MCQ),67a01e18e960554e7b5770a3,0
623ad09bfb492fa5df2dc9d4,Monthly Exam 1 (MCQ),679e1820cf0060f8e6d25483,12.75
623ab411fb492fa5df2963fe,Monthly Exam 1 (MCQ),67c42e6891f4ff5af108e0b5,10.25
623acd24fb492fa5df2d4517,Monthly Exam 1 (MCQ),679f7ee869d1382e3fb4cfc9,20
623a4aadfb492fa5df140b79,সাপ্তাহিক পরীক্ষা - ১,67f3e9f83db3b091e1a8b87c,10
623ad09bfb492fa5df2dc9d4,সাপ্তাহিক পরীক্ষা - ১,679a196437547cc9510ee797,12.5
623acb7cfb492fa5df2d04f4,সাপ্তাহিক পরীক্ষা - ১,679b82d869d1382e3f76045a,17.5
623ab2ccfb492fa5df292fb3,সাপ্তাহিক পরীক্ষা - ১,67a220b8fbb825cded266e1c,3.75
623a4daffb492fa5df14de4a,সাপ্তাহিক পরীক্ষা - ১,679db8f9cf0060f8e6ccb3f3,12.5
623a4e7cfb492fa5df1515a9,সাপ্তাহিক পরীক্ষা - ১,67987fce69d1382e3f65e708,0
623a7a6afb492fa5df1f25e9,সাপ্তাহিক পরীক্ষা - ১,6794da93ca89babb49bde925,4.25
623abc17fb492fa5df2aa99d,সাপ্তাহিক পরীক্ষা - ১,67963a85d06783caddaf1773,11.25
623a4e17fb492fa5df14fa5b,সাপ্তাহিক পরীক্ষা - ১,67977f509b82eaebb9fe6f1a,15
623a7861fb492fa5df1ebe12,সাপ্তাহিক পরীক্ষা - ১,679c684069d1382e3f7d559c,15
623a48d2fb492fa5df138705,সাপ্তাহিক পরীক্ষা - ১,6796660519e240dbd94a639a,8.75
623ac604fb492fa5df2c30de,সাপ্তাহিক পরীক্ষা - ১,6795022303f7df7e96cd99c9,0
623a42b2fb492fa5df11c4b7,সাপ্তাহিক পরীক্ষা - ১,67dfc3d64cc731b32d0e76a7,16.25
623a71c6fb492fa5df1d65bb,সাপ্তাহিক পরীক্ষা - ১,679bc37c69d1382e3f7940be,13.75
623acd24fb492fa5df2d4517,সাপ্তাহিক পরীক্ষা - ১,67966f3b56906aa99c8a4923,12.5
623ac694fb492fa5df2c46e3,সাপ্তাহিক পরীক্ষা - ১,6794db2aca89babb49be055f,16.25
623a8675fb492fa5df217c5b,সাপ্তাহিক পরীক্ষা - ১,6794da7fce62dcee5d6bd7bf,10
623abc84fb492fa5df2aba9b,সাপ্তাহিক পরীক্ষা - ১,6794df59bbeccec5f1da5892,10
623a9930fb492fa5df24e40b,সাপ্তাহিক পরীক্ষা - ১,68069f14fc09a3ee163d7f4e,13.75
623a7c7efb492fa5df1f8f7c,সাপ্তাহিক পরীক্ষা - ১,67985bf737547cc951049d94,12
623a41cffb492fa5df1181bd,সাপ্তাহিক পরীক্ষা - ১,67963f0b56906aa99c8424fa,7.75
623a4e6cfb492fa5df151173,সাপ্তাহিক পরীক্ষা - ১,679a348c37547cc9510fee89,8.75
623a3313fb492fa5df0cb1a2,সাপ্তাহিক পরীক্ষা - ১,679657f856906aa99c878b2f,0
623a3724fb492fa5df0e2163,সাপ্তাহিক পরীক্ষা - ১,67fe70811fa1986a13931d31,12.5
623a574ffb492fa5df175f7d,সাপ্তাহিক পরীক্ষা - ১,67dd43804cc731b32ddebc60,0
623aa09afb492fa5df262d0e,সাপ্তাহিক পরীক্ষা - ১,679b6639cf0060f8e6bbffd3,12.5
623a61f6fb492fa5df19f207,সাপ্তাহিক পরীক্ষা - ১,6794da64c9970477e3694e38,13.75
623a925efb492fa5df23ae5a,সাপ্তাহিক পরীক্ষা - ১,6795a4da56906aa99c71e02a,16.75
623a5fc0fb492fa5df196e94,Class 10 - Monthly MCQ Exam - February,67c3015d416fb1d9aa19a909,19.75
623aae0cfb492fa5df286b6f,Class 10 - Monthly MCQ Exam - February,67d553307897d3b2407a3eb8,3.75
623ab3e3fb492fa5df295ca1,Class 10 - Monthly MCQ Exam - February,67c97e5d362e04d102e71a9d,17.5
623acba8fb492fa5df2d0ba7,Class 10 - Monthly MCQ Exam - February,67d6ca37dbda27c9425bcfdc,14
623a3486fb492fa5df0d370d,Class 10 - Monthly MCQ Exam - February,67f126f03db3b091e1a18ef4,0
623a42b2fb492fa5df11c4b7,Class 10 - Monthly MCQ Exam - February,67c443fd8f9536aae738f2d3,6.25
623a74effb492fa5df1e0bc8,Class 10 - Monthly MCQ Exam - February,67c41c6a91f4ff5af10688af,12.5
623a8286fb492fa5df20bc1d,Class 10 - Monthly MCQ Exam - February,67f3cbca170cd37a61a6fbce,-0.25
623aa09afb492fa5df262d0e,Class 10 - Monthly MCQ Exam - February,67c51c0d55f584a486299b40,22.5
623ac953fb492fa5df2cb1d9,Class 10 - Monthly MCQ Exam - February,67c3ecaf8f9536aae72fc4db,0
623a4e27fb492fa5df14feb0,Class 10 - Monthly MCQ Exam - February,67c3010a7b9b52aae491c6c4,17.75
623ad09bfb492fa5df2dc9d4,Class 10 - Monthly MCQ Exam - February,67c5ac805d25c4efa4926bf1,30
623a4daffb492fa5df14de4a,Class 10 - Monthly MCQ Exam - February,67c431df91f4ff5af1094013,17.75
623a4e7cfb492fa5df1515a9,Class 10 - Monthly MCQ Exam - February,67c5bb5f8f9536aae7494e1e,13.75
623a360cfb492fa5df0dc049,Class 10 - Monthly MCQ Exam - February,67c4100155f584a4861a2e27,19.25
623abf33fb492fa5df2b259d,Class 10 - Monthly MCQ Exam - March,67deadfb4cc731b32deffc11,0
623a6c3efb492fa5df1c3926,Class 10 - Monthly MCQ Exam - March,67e04b33c3e39ebfb35e7ee7,0.25
623a7666fb492fa5df1e5873,Class 10 - Monthly MCQ Exam - March,67e00d6d001a458ef06df07a,12.5
623ab752fb492fa5df29ea1b,Class 10 - Monthly MCQ Exam - March,67e346af001a458ef099b825,15.75
623a3f1bfb492fa5df10b0de,Class 10 - Monthly MCQ Exam - March,67f8d8ced51a3b0d3637b5a6,5.25
623a941afb492fa5df23fdf8,Class 10 - Monthly MCQ Exam - March,67e00584c3e39ebfb35824ea,0
623a4e7cfb492fa5df1515a9,Class 10 - Monthly MCQ Exam - March,67e6c092001a458ef0adcc75,0
623a74effb492fa5df1e0bc8,Class 10 - Monthly MCQ Exam - March,67dff479c3e39ebfb3568837,0
623ad09bfb492fa5df2dc9d4,Class 10 - Monthly MCQ Exam - March,67e41ebbc3e39ebfb38ca9c6,22.5
623aa54ffb492fa5df26f883,Class 10 - Weekly MCQ Exam - April 1,67fd271880119ded90a25a1d,18.75
623abccdfb492fa5df2ac61d,Class 10 - Weekly MCQ Exam - April 1,67fa6fda80302fb494b4b130,12.5
623ab34ffb492fa5df2944b6,Class 10 - Weekly MCQ Exam - April 1,67fa5d6a55b846de97f20804,23.75
623a7b9efb492fa5df1f6373,Class 10 - Weekly MCQ Exam - April 1,67fb90cbb7c3dabda7d77d68,15
623aa09afb492fa5df262d0e,Class 10 - Weekly MCQ Exam - April 1,67fa60506fe9ebd911a39abd,17.5
623a318cfb492fa5df0c2456,Class 10 - Weekly MCQ Exam - April 1,67fa8e2b55b846de97fe2cfe,28.75
623a4fb2fb492fa5df156846,Class 10 - Weekly MCQ Exam - April 1,67fd307f1fa1986a13881f38,8.75
623ab3e3fb492fa5df295ca1,Class 10 - Weekly MCQ Exam - April 1,67fbe03ac411297c7f4269c1,0
623a71c6fb492fa5df1d65bb,Class 10 - Weekly MCQ Exam - April 1,67fd157f1fa1986a1386a767,2.75
623a6ae8fb492fa5df1beee1,Class 10 - Weekly MCQ Exam - February 1,6809783e734592502ab9c04a,10
623acd24fb492fa5df2d4517,Class 10 - Weekly MCQ Exam - February 1,67a7854696818a092359d004,25
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - February 1,67adbe2664933092bec66220,0
623a75eefb492fa5df1e3fd2,Class 10 - Weekly MCQ Exam - February 1,67b9f8ab3c3f8ede29f036fc,18.75
623aa09afb492fa5df262d0e,Class 10 - Weekly MCQ Exam - February 1,6803e2e2ee2bb74ec041a0ee,17.5
623a48d2fb492fa5df138705,Class 10 - Weekly MCQ Exam - February 1,67d2f79e6d0ffb41a4e31d1f,17.5
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - February 1,67ad5a44c60cb2109938dad0,-0.75
623a42b2fb492fa5df11c4b7,Class 10 - Weekly MCQ Exam - February 1,67adcd3d64933092bec81106,0.5
623a454efb492fa5df1288bb,Class 10 - Weekly MCQ Exam - February 1,67b53c0ffb95106064362f04,0
623ac942fb492fa5df2caf3e,Class 10 - Weekly MCQ Exam - February 1,67a8358ba265a652269f6b4e,18.75
623ab587fb492fa5df29a038,Class 10 - Weekly MCQ Exam - February 1,67a77891a265a652268d88a6,17.5
623a614afb492fa5df19ca21,Class 10 - Weekly MCQ Exam - February 1,67a77f90a265a652268f0693,23.75
623a4f0cfb492fa5df153bc4,Class 10 - Weekly MCQ Exam - February 1,67a96509a265a65226c119f6,17.5
623ab72dfb492fa5df29e41b,Class 10 - Weekly MCQ Exam - February 2,67b09f0f64933092bee238f0,26.25
623a5280fb492fa5df1624f7,Class 10 - Weekly MCQ Exam - February 2,67b18bb7c60cb21099693dc3,15
623ac40ffb492fa5df2be482,Class 10 - Weekly MCQ Exam - February 2,67b1d10b64933092befc2001,0
623a4e7cfb492fa5df1515a9,Class 10 - Weekly MCQ Exam - February 2,67bdd23591f4ff5af1c2d951,8.75
623acccdfb492fa5df2d382b,Class 10 - Weekly MCQ Exam - February 2,67b18c62c60cb21099694bd2,0
623a42b2fb492fa5df11c4b7,Class 10 - Weekly MCQ Exam - February 2,67dfc4ef4cc731b32d0ea139,1.5
623ab3e3fb492fa5df295ca1,Class 10 - Weekly MCQ Exam - February 2,67b3478cfb95106064182728,18.75
623a9af1fb492fa5df2532de,Class 10 - Weekly MCQ Exam - February 2,67b09160b855a967ddf7507e,19.75
623aa212fb492fa5df266d33,Class 10 - Weekly MCQ Exam - February 2,67b0b42ed8bd3ceb215b6e3f,0
623a9117fb492fa5df237351,Class 10 - Weekly MCQ Exam - February 2,67b1e68ec60cb21099744b9b,25.25
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - February 2,67b9d4546b178c62a30dda58,21.25
623aa09afb492fa5df262d0e,Class 10 - Weekly MCQ Exam - February 3,67baa40347fb3e15ca195e5b,8.75
623a48d2fb492fa5df138705,Class 10 - Weekly MCQ Exam - February 3,67d2fc5d09fa193dbc00785e,0
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - February 3,67bedd28ab4fa6fb453d4d1f,21.5
623a42b2fb492fa5df11c4b7,Class 10 - Weekly MCQ Exam - February 3,67dfc5a3c3e39ebfb34fd48d,1.25
623ac061fb492fa5df2b5443,Class 10 - Weekly MCQ Exam - February 3,67d51a437897d3b240778d3b,-2.5
623a9117fb492fa5df237351,Class 10 - Weekly MCQ Exam - February 3,67cc096f16eb16ea45527d89,0
623a3724fb492fa5df0e2163,Class 10 - Weekly MCQ Exam - February 3,68060812163da9626b9637e8,0
623aa54ffb492fa5df26f883,Class 10 - Weekly MCQ Exam - March 1,67ee70f73db3b091e19c9674,0
623a473bfb492fa5df1315ad,Class 10 - Weekly MCQ Exam - March 1,67ce82f21ca1a4ada7d79491,23.75
623a3724fb492fa5df0e2163,Class 10 - Weekly MCQ Exam - March 1,680d0b48d4a6fd03b02f4eb8,0
623a925efb492fa5df23ae5a,Class 10 - Weekly MCQ Exam - March 1,67cfa0263dd75d2be1f318d6,0
623aa09cfb492fa5df262d86,Class 10 - Weekly MCQ Exam - March 1,67d9bec11863be536f1ba868,20.75
623acd24fb492fa5df2d4517,Class 10 - Weekly MCQ Exam - March 1,67cc5d5a863cec28037c9018,23.75
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - March 1,67cea11d0208aa19a3b92ccc,15.25
623a71c6fb492fa5df1d65bb,Class 10 - Weekly MCQ Exam - March 1,67dba525b851e91a5cda903a,6.25
623a4e7cfb492fa5df1515a9,Class 10 - Weekly MCQ Exam - March 1,67cc6f1439f16a3bca38285f,6.25
623a4337fb492fa5df11ec48,Class 10 - Weekly MCQ Exam - March 2,67d9a6711863be536f1883d9,7.5
623ab411fb492fa5df2963fe,Class 10 - Weekly MCQ Exam - March 2,67f817a7d22413f75f73f892,0
623ad09bfb492fa5df2dc9d4,Class 10 - Weekly MCQ Exam - March 2,67d7e311dbda27c94268f319,21.25
623a48f5fb492fa5df1390e1,Class 10 - Weekly MCQ Exam - March 2,67fa7f1a80302fb494b88742,0
623a74effb492fa5df1e0bc8,Class 10 - Weekly MCQ Exam - March 2,67d5e17b3cbbc493fabfc60b,0
623a3724fb492fa5df0e2163,Class 10 - Weekly MCQ Exam - March 2,68091f6d3add28d551471a72,0
623a710ffb492fa5df1d401d,Class 10 - Weekly MCQ Exam - March 2,67d6995bd1b6f37a8942b7dd,20.75
623aac8dfb492fa5df282c3d,Class 10 - Weekly MCQ Exam - March 2,67d6dae2dbda27c9425d7260,23.75
623a6c3efb492fa5df1c3926,Class 10 - Weekly MCQ Exam - April Week 2,68062ef8163da9626b96d593,0
623a35c5fb492fa5df0da820,Class 10 - Weekly MCQ Exam - April Week 2,6804e905163da9626b8fe98d,10
623a6ae8fb492fa5df1beee1,Class 10 - Weekly MCQ Exam - April Week 2,68084dcb9fa1f189afc099b5,5.5
623a51f3fb492fa5df160079,Class 10 - Weekly MCQ Exam - April Week 2,6803a31bf0b4ea5cf6a9e214,10
623a338ffb492fa5df0cde2b,Class 10 - Weekly MCQ Exam - April Week 2,680ce2f1d4a6fd03b0289392,0
623a75eefb492fa5df1e3fd2,Class 10 - Weekly MCQ Exam - April Week 2,6804f2fd163da9626b9041da,0
623acba8fb492fa5df2d0ba7,Class 10 - Weekly MCQ Exam - April Week 2,68039803163da9626b6fa944,0
623a9be9fb492fa5df255d46,Class 10 - Weekly MCQ Exam - April Week 3,680e681a92db4c0723cf7304,12.5
623aa09afb492fa5df262d0e,Class 10 - Weekly MCQ Exam - April Week 3,680cdebead8c9b215c9ddbbd,13.75
623a7666fb492fa5df1e5873,Class 10 - Weekly MCQ Exam - April Week 3,680e3bad2aee8d5485da2d83,8.75
623a3a1efb492fa5df0f1d9e,Monthly Exam 1 (MCQ),679e15a6c0d4f8685ce86ea8,17.5
623aa191fb492fa5df265769,Monthly Exam 1 (MCQ),679f65f6217c6e823f00f6c2,15
623ab59afb492fa5df29a357,Monthly Exam 1 (MCQ),679e279a661af713b3c9262c,0
623acd6dfb492fa5df2d501f,Monthly Exam 1 (MCQ),67a9c601a265a65226c47fe8,0
623acf3cfb492fa5df2d950c,Monthly Exam 1 (MCQ),679e3f7b1ff5bb3972cfa4ac,0
623acccdfb492fa5df2d382b,Monthly Exam 1 (MCQ),67a732e996818a09234aca0e,0
623a4e50fb492fa5df1509dc,Monthly Exam 1 (MCQ),679e15e0a5695704af4c19e7,22.5
623acf7dfb492fa5df2d9ee7,Monthly Exam 1 (MCQ),67a1ff6efecfa4470dd91d97,7.75
623a3f1bfb492fa5df10b0de,Monthly Exam 1 (MCQ),67acad92a265a65226ed8200,10.25
623ad444fb492fa5df2e54b2,Monthly Exam 1 (MCQ),67d6a2633cbbc493facfed81,12.5
623ab3e3fb492fa5df295ca1,Monthly Exam 1 (MCQ),679e24e81ff5bb3972c97deb,16.25
623ab928fb492fa5df2a340e,Monthly Exam 1 (MCQ),679e213b69d1382e3f8e86ae,20
623a6edbfb492fa5df1cc87f,Monthly Exam 1 (MCQ),67c1cd1b91f4ff5af1e23c31,1
623a42b2fb492fa5df11c4b7,Monthly Exam 1 (MCQ),67af339364933092bed2c97e,0
623ab1ddfb492fa5df2908d3,Monthly Exam 1 (MCQ),67a75e63a265a6522686d776,10
623aae0cfb492fa5df286b6f,Monthly Exam 1 (MCQ),67bf2514ab4fa6fb453fb9a7,12
623a4e7cfb492fa5df1515a9,Monthly Exam 1 (MCQ),679f9cb15939471df0d502f4,16.25
623a574ffb492fa5df175f7d,Monthly Exam 1 (MCQ),67dd43ae4cc731b32ddebea1,0
623a7a6afb492fa5df1f25e9,Monthly Exam 1 (MCQ),67a4e10e96818a09233c0772,0
623a9117fb492fa5df237351,Monthly Exam 1 (MCQ),679f5d2869d1382e3faf4219,28.75
623ab8e4fb492fa5df2a292f,Monthly Exam 1 (MCQ),67b194d3c60cb2109969c817,9.75
623a318cfb492fa5df0c2456,Monthly Exam 1 (MCQ),67aa264da265a65226ce6489,0
623a925efb492fa5df23ae5a,Monthly Exam 1 (MCQ),67a21ffffbb825cded265569,24
623ad09bfb492fa5df2dc9d4,Monthly Exam 1 (MCQ),67a246b790c1fc2a87ef61ae,26.75
623a4337fb492fa5df11ec48,Monthly Exam 1 (MCQ),67a32269fecfa4470de30d88,0
623a4daffb492fa5df14de4a,Monthly Exam 1 (MCQ),67a4eb2b96818a09233c83a8,11
623ab411fb492fa5df2963fe,Monthly Exam 1 (MCQ),67a5093a96818a09233d546d,0
623ac604fb492fa5df2c30de,Monthly Exam 1 (MCQ),679e16c67d7fc215bed4b386,26.25
623ad1befb492fa5df2df54d,Monthly Exam 1 (MCQ),679e3e2a661af713b3ce5c6d,25.5
623a9531fb492fa5df242f5c,Monthly Exam 1 (MCQ),67a38b6096818a09233422cb,18.75
623ab03bfb492fa5df28c569,Monthly Exam 1 (MCQ),679e159318cb3147ba3a96bc,2
